Current Period,Customer ID,Periods Active,Current Customer (Y/N),Period Acquired,Period Terminated,Acquisition Channel,Sector,Referred (Y/N),Premium (Y/N),Region,Co. Age,Size,No. Maker Contracts,No. Advanced Contracts,"Revenue, Total",Maker Revenue,Advanced Revenue,Expected CLV
9,1762,1,N,-2,-1,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,19582
9,1763,7,N,-2,5,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,27803
9,1764,2,N,-2,0,Internal,Automotive,N,N,Midwest,10+yrs,Large,1,1,50000,21000,29000,13838
9,1765,3,N,-2,1,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,1,3,108000,21000,87000,208511
9,1766,1,N,-2,-1,Internal,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,98455
9,1767,1,N,-2,-1,Internal,Automotive,N,N,West,0-5yrs,Small,2,0,42000,42000,0,17851
9,1768,1,N,-2,-1,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,31165
9,1769,1,N,-2,-1,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,0,0,0,0,0,26726
9,1770,2,N,-2,0,Internal,Automotive,N,N,Southwest,6-10yrs,Small,0,0,0,0,0,52122
9,1771,3,N,-2,1,Internal,Automotive,N,N,Midwest,0-5yrs,Large,1,1,50000,21000,29000,67131
9,1772,8,N,-2,6,Internal,Automotive,N,N,Northeast,10+yrs,Small,4,3,171000,84000,87000,415695
9,1773,2,N,-2,0,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,0,3,87000,0,87000,39651
9,1774,1,N,-2,-1,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,85923
9,1775,3,N,-2,1,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,0,0,0,0,0,166693
9,1776,2,N,-2,0,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,2,79000,21000,58000,101316
9,1777,5,N,-2,3,Internal,Automotive,N,N,Southeast,6-10yrs,Large,2,1,71000,42000,29000,102207
9,1778,1,N,-2,-1,Internal,Automotive,N,N,Southeast,10+yrs,Small,2,0,42000,42000,0,61356
9,1818,3,N,-1,2,Outsourced,Automotive,N,N,West,10+yrs,Medium,1,1,50000,21000,29000,94064
9,1819,2,N,-1,1,Outsourced,Automotive,N,N,Southwest,6-10yrs,Small,0,0,0,0,0,10456
9,1820,1,N,-1,0,Outsourced,Automotive,N,N,Northeast,6-10yrs,Medium,0,0,0,0,0,88178
9,1821,3,N,-1,2,Outsourced,Automotive,N,N,Northeast,10+yrs,Small,0,0,0,0,0,0
9,1822,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,6-10yrs,Medium,1,0,21000,21000,0,88354
9,1823,6,N,-1,5,Outsourced,Automotive,N,N,West,0-5yrs,Small,3,2,121000,63000,58000,148829
9,1824,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,6-10yrs,Small,0,0,0,0,0,17905
9,1825,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,10+yrs,Small,0,0,0,0,0,63921
9,1826,3,N,-1,2,Outsourced,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,54609
9,1827,1,N,-1,0,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,32677
9,1828,1,N,-1,0,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,0,0,0,0,39633
9,1829,6,N,-1,5,Outsourced,Automotive,N,N,Southwest,6-10yrs,Medium,0,1,29000,0,29000,261840
9,1830,3,N,-1,2,Outsourced,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,79421
9,1831,2,N,-1,1,Outsourced,Automotive,N,N,West,6-10yrs,Medium,1,0,21000,21000,0,0
9,1832,5,N,-1,4,Outsourced,Automotive,N,N,West,0-5yrs,Small,2,3,129000,42000,87000,111001
9,1833,2,N,-1,1,Outsourced,Automotive,N,N,West,0-5yrs,Small,3,1,92000,63000,29000,479356
9,1834,2,N,-1,1,Outsourced,Automotive,N,N,Northeast,6-10yrs,Medium,3,2,121000,63000,58000,91792
9,1835,9,N,-1,8,Outsourced,Automotive,N,Y,Midwest,6-10yrs,Medium,6,0,192000,192000,0,251747
9,1836,1,N,-1,0,Outsourced,Automotive,N,N,Southeast,10+yrs,Large,0,1,29000,0,29000,20464
9,1837,1,N,-1,0,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,1,29000,0,29000,26451
9,1838,3,N,-1,2,Outsourced,Automotive,N,N,Northeast,10+yrs,Large,0,0,0,0,0,43512
9,1839,5,N,-1,4,Outsourced,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,16402
9,1840,2,N,-1,1,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,21681
9,1841,1,N,-1,0,Outsourced,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,18301
9,1842,2,N,-1,1,Outsourced,Automotive,N,N,West,10+yrs,Large,0,1,29000,0,29000,23997
9,1843,4,N,-1,3,Outsourced,Automotive,N,N,Southeast,6-10yrs,Small,5,4,221000,105000,116000,100052
9,1844,5,N,-1,4,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,0,2,58000,0,58000,140255
9,1845,2,N,-1,1,Outsourced,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,29659
9,1846,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,6-10yrs,Medium,1,2,79000,21000,58000,112797
9,1847,1,N,-1,0,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,2,58000,0,58000,57334
9,1848,1,N,-1,0,Outsourced,Automotive,N,N,West,0-5yrs,Small,0,3,87000,0,87000,93147
9,1849,3,N,-1,2,Outsourced,Automotive,N,N,Southeast,6-10yrs,Small,0,0,0,0,0,0
9,1850,1,N,-1,0,Outsourced,Automotive,N,N,West,6-10yrs,Medium,0,2,58000,0,58000,59415
9,1851,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,39677
9,1852,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,2,0,42000,42000,0,96844
9,1853,6,N,-1,5,Outsourced,Automotive,N,N,Northeast,10+yrs,Medium,1,2,79000,21000,58000,16769
9,1854,3,N,-1,2,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,3,87000,0,87000,300247
9,1855,1,N,-1,0,Outsourced,Automotive,N,N,Midwest,10+yrs,Small,0,0,0,0,0,292442
9,1856,3,N,-1,2,Outsourced,Automotive,N,N,Midwest,6-10yrs,Small,0,1,29000,0,29000,125402
9,1857,3,N,-1,2,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,2,0,42000,42000,0,30184
9,1858,2,N,-1,1,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,2,0,42000,42000,0,6696
9,1859,1,N,-1,0,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,0,0,0,0,57254
9,1860,2,N,-1,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,2,0,42000,42000,0,131628
9,1861,2,N,-1,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,3,2,121000,63000,58000,199528
9,1862,2,N,-1,1,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,189574
9,1863,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,10+yrs,Small,1,0,21000,21000,0,22323
9,1864,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,10+yrs,Small,0,0,0,0,0,100726
9,1865,1,N,-1,0,Outsourced,Automotive,N,N,West,10+yrs,Large,0,2,58000,0,58000,44828
9,1866,3,N,-1,2,Outsourced,Automotive,N,N,Southeast,6-10yrs,Medium,2,1,71000,42000,29000,52756
9,1867,1,N,-1,0,Outsourced,Automotive,N,N,Southeast,6-10yrs,Small,0,0,0,0,0,52446
9,1868,2,N,-1,1,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,27465
9,1869,1,N,-1,0,Outsourced,Automotive,N,N,Midwest,0-5yrs,Medium,2,0,42000,42000,0,78070
9,1870,10,Y,-1,,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,1,1,50000,21000,29000,92073
9,1871,2,N,-1,1,Outsourced,Automotive,N,N,Southwest,10+yrs,Medium,1,0,21000,21000,0,55615
9,1872,1,N,-1,0,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,79635
9,1873,2,N,-1,1,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,2,2,100000,42000,58000,72094
9,1874,1,N,-1,0,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,2,79000,21000,58000,22926
9,1875,4,N,-1,3,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,21571
9,1876,1,N,-1,0,Internal,Automotive,N,N,Southwest,6-10yrs,Small,3,1,92000,63000,29000,154164
9,1877,2,N,-1,1,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,0,0,0,0,24981
9,1878,1,N,-1,0,Internal,Automotive,N,N,West,0-5yrs,Medium,4,1,113000,84000,29000,30262
9,1879,1,N,-1,0,Internal,Automotive,N,N,Northeast,6-10yrs,Small,0,1,29000,0,29000,132460
9,1880,1,N,-1,0,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,48923
9,1881,1,N,-1,0,Internal,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,25419
9,1882,1,N,-1,0,Internal,Automotive,N,N,Northeast,10+yrs,Medium,0,0,0,0,0,84529
9,1883,3,N,-1,2,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,28592
9,1884,1,N,-1,0,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,332112
9,1885,1,N,-1,0,Internal,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,21645
9,1886,1,N,-1,0,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,2,58000,0,58000,44509
9,1887,1,N,-1,0,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,2,0,42000,42000,0,144508
9,1888,1,N,-1,0,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,134215
9,1889,1,N,-1,0,Internal,Automotive,N,N,Northeast,10+yrs,Small,0,1,29000,0,29000,116167
9,1890,2,N,-1,1,Internal,Automotive,N,N,Midwest,6-10yrs,Small,1,0,21000,21000,0,32810
9,1891,4,N,-1,3,Internal,Automotive,N,N,Midwest,6-10yrs,Medium,1,2,79000,21000,58000,149769
9,1892,3,N,-1,2,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,2,79000,21000,58000,121608
9,1893,3,N,-1,2,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,76985
9,1894,2,N,-1,1,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,0,0,0,0,0,23123
9,1895,1,N,-1,0,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,27943
9,1896,1,N,-1,0,Internal,Automotive,N,N,Midwest,0-5yrs,Large,1,1,50000,21000,29000,18407
9,1897,2,N,-1,1,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,0,0,0,0,0,0
9,1898,4,N,-1,3,Internal,Automotive,N,N,Northeast,10+yrs,Small,0,1,29000,0,29000,9118
9,1899,1,N,-1,0,Internal,Automotive,N,N,Southwest,6-10yrs,Medium,1,2,79000,21000,58000,271538
9,1900,2,N,-1,1,Internal,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,27115
9,1901,3,N,-1,2,Internal,Automotive,N,N,Southwest,10+yrs,Small,0,3,87000,0,87000,177227
9,1902,2,N,-1,1,Internal,Automotive,N,N,Southwest,0-5yrs,Large,0,0,0,0,0,91857
9,1903,2,N,-1,1,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,0,1,29000,0,29000,153914
9,1904,2,N,-1,1,Internal,Automotive,N,N,Midwest,0-5yrs,Large,2,2,100000,42000,58000,51570
9,1905,1,N,-1,0,Internal,Automotive,N,N,Southwest,10+yrs,Medium,1,1,50000,21000,29000,67953
9,1906,3,N,-1,2,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,1,0,21000,21000,0,22256
9,1907,5,N,-1,4,Internal,Automotive,N,N,Southwest,0-5yrs,Large,1,5,166000,21000,145000,78812
9,1908,1,N,-1,0,Internal,Automotive,N,N,West,0-5yrs,Small,0,0,0,0,0,62024
9,1909,1,N,-1,0,Internal,Automotive,N,N,Southwest,6-10yrs,Small,0,0,0,0,0,35288
9,1910,2,N,-1,1,Internal,Automotive,N,N,Northeast,10+yrs,Medium,2,0,42000,42000,0,42735
9,1911,1,N,-1,0,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,23123
9,1912,2,N,-1,1,Internal,Automotive,N,N,Southeast,6-10yrs,Small,0,0,0,0,0,83081
9,1913,1,N,-1,0,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,0,0,0,0,5133
9,1914,1,N,-1,0,Internal,Automotive,N,N,West,0-5yrs,Small,2,1,71000,42000,29000,233368
9,1915,7,N,-1,6,Internal,Automotive,N,N,Southeast,6-10yrs,Large,0,1,29000,0,29000,27573
9,1916,1,N,-1,0,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,0,0,0,0,0,63939
9,1917,1,N,-1,0,Internal,Automotive,N,N,Northeast,10+yrs,Medium,1,2,79000,21000,58000,25084
9,1918,1,N,-1,0,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,17079
9,1919,2,N,-1,1,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,1,50000,21000,29000,103150
9,1920,1,N,-1,0,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,1,50000,21000,29000,52089
9,1921,1,N,-1,0,Internal,Automotive,N,N,Southeast,0-5yrs,Small,2,0,42000,42000,0,62058
9,1922,1,N,-1,0,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,0,0,0,0,0,111977
9,1923,1,N,-1,0,Internal,Automotive,N,N,Northeast,0-5yrs,Small,0,0,0,0,0,52961
9,1924,4,N,-1,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,4,116000,0,116000,124052
9,1925,1,N,-1,0,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,60994
9,1926,1,N,-1,0,Internal,Automotive,N,N,Midwest,0-5yrs,Small,0,2,58000,0,58000,224603
9,1927,1,N,-1,0,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,52093
9,1966,1,N,0,1,Referral,Automotive,Y,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,41881
9,1967,1,N,0,1,Outsourced,Automotive,N,N,West,0-5yrs,Small,0,0,0,0,0,54469
9,1968,2,N,0,2,Outsourced,Automotive,N,N,West,6-10yrs,Small,0,1,29000,0,29000,48161
9,1969,1,N,0,1,Outsourced,Automotive,N,N,Midwest,0-5yrs,Large,3,1,92000,63000,29000,57272
9,1970,5,N,0,5,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,2,4,158000,42000,116000,51402
9,1971,1,N,0,1,Outsourced,Automotive,N,N,Midwest,0-5yrs,Large,0,0,0,0,0,1645
9,1972,3,N,0,3,Outsourced,Automotive,N,N,Northeast,10+yrs,Small,0,3,87000,0,87000,74653
9,1973,1,N,0,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,43289
9,1974,1,N,0,1,Outsourced,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,114385
9,1975,3,N,0,3,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,340870
9,1976,1,N,0,1,Outsourced,Automotive,N,N,Southeast,10+yrs,Large,0,0,0,0,0,125533
9,1977,3,N,0,3,Outsourced,Automotive,N,N,Southwest,10+yrs,Large,1,0,21000,21000,0,78092
9,1978,2,N,0,2,Outsourced,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,16970
9,1979,1,N,0,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,9572
9,1980,1,N,0,1,Outsourced,Automotive,N,N,Midwest,0-5yrs,Medium,2,0,42000,42000,0,47930
9,1981,1,N,0,1,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,17707
9,1982,1,N,0,1,Outsourced,Automotive,N,N,Northeast,10+yrs,Small,0,0,0,0,0,35212
9,1983,1,N,0,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,1,1,50000,21000,29000,243705
9,1984,2,N,0,2,Outsourced,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,178802
9,1985,1,N,0,1,Outsourced,Automotive,N,N,West,10+yrs,Small,0,0,0,0,0,71865
9,1986,4,N,0,4,Outsourced,Automotive,N,N,West,6-10yrs,Small,1,1,50000,21000,29000,46665
9,1987,2,N,0,2,Outsourced,Automotive,N,N,Midwest,0-5yrs,Medium,1,1,50000,21000,29000,86536
9,1988,1,N,0,1,Outsourced,Automotive,N,N,Northeast,6-10yrs,Small,0,0,0,0,0,20581
9,1989,3,N,0,3,Outsourced,Automotive,N,N,Midwest,0-5yrs,Small,0,0,0,0,0,0
9,1990,1,N,0,1,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,0,0,0,0,86547
9,1991,2,N,0,2,Outsourced,Automotive,N,N,Midwest,0-5yrs,Small,0,0,0,0,0,75146
9,1992,1,N,0,1,Outsourced,Automotive,N,N,West,0-5yrs,Medium,0,1,29000,0,29000,51553
9,1993,1,N,0,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,22715
9,1994,1,N,0,1,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,0
9,1995,1,N,0,1,Outsourced,Automotive,N,N,West,10+yrs,Small,0,1,29000,0,29000,156472
9,1996,1,N,0,1,Outsourced,Automotive,N,N,Northeast,10+yrs,Small,0,0,0,0,0,205515
9,1997,1,N,0,1,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,11416
9,1998,2,N,0,2,Outsourced,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,69249
9,1999,2,N,0,2,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,2,0,42000,42000,0,94614
9,2000,1,N,0,1,Outsourced,Automotive,N,N,Midwest,0-5yrs,Small,3,0,63000,63000,0,119370
9,2001,1,N,0,1,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,2,0,42000,42000,0,39213
9,2002,1,N,0,1,Outsourced,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,58140
9,2003,2,N,0,2,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,46976
9,2004,1,N,0,1,Outsourced,Automotive,N,N,Southeast,6-10yrs,Small,0,1,29000,0,29000,15118
9,2005,4,N,0,4,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,2,0,42000,42000,0,19398
9,2006,4,N,0,4,Outsourced,Automotive,N,N,Southeast,6-10yrs,Small,0,0,0,0,0,24333
9,2007,2,N,0,2,Outsourced,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,35319
9,2008,2,N,0,2,Internal,Automotive,N,N,Northeast,0-5yrs,Large,1,0,21000,21000,0,22765
9,2009,3,N,0,3,Internal,Automotive,N,N,West,6-10yrs,Small,0,0,0,0,0,110472
9,2010,1,N,0,1,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,30922
9,2011,2,N,0,2,Internal,Automotive,N,N,Southwest,10+yrs,Small,3,2,121000,63000,58000,204089
9,2012,1,N,0,1,Internal,Automotive,N,N,Midwest,0-5yrs,Small,3,0,63000,63000,0,48014
9,2013,1,N,0,1,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,0,2,58000,0,58000,17200
9,2014,5,N,0,5,Internal,Automotive,N,N,Southeast,0-5yrs,Small,4,2,142000,84000,58000,131618
9,2015,1,N,0,1,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,59168
9,2016,1,N,0,1,Internal,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,101398
9,2017,1,N,0,1,Internal,Automotive,N,N,West,0-5yrs,Small,0,0,0,0,0,6659
9,2018,1,N,0,1,Internal,Automotive,N,N,Northeast,0-5yrs,Small,0,0,0,0,0,2566
9,2019,1,N,0,1,Internal,Automotive,N,N,Northeast,6-10yrs,Small,0,0,0,0,0,29225
9,2020,2,N,0,2,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,0,0,0,0,63819
9,2021,5,N,0,5,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,0,0,0,0,0,18127
9,2022,5,N,0,5,Internal,Automotive,N,N,Southwest,6-10yrs,Small,0,0,0,0,0,13752
9,2023,2,N,0,2,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,10937
9,2024,1,N,0,1,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,0,0,0,0,0,42260
9,2025,4,N,0,4,Internal,Automotive,N,N,West,0-5yrs,Medium,0,0,0,0,0,14221
9,2026,3,N,0,3,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,2,79000,21000,58000,55553
9,2027,7,N,0,7,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,3,152000,32000,120000,1068547
9,2028,1,N,0,1,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,62058
9,2029,2,N,0,2,Internal,Automotive,N,N,Southwest,10+yrs,Small,0,0,0,0,0,0
9,2030,4,N,0,4,Internal,Automotive,N,N,Midwest,6-10yrs,Small,2,0,42000,42000,0,41858
9,2031,2,N,0,2,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,3,108000,21000,87000,120524
9,2032,2,N,0,2,Internal,Automotive,N,N,West,10+yrs,Small,1,1,50000,21000,29000,180920
9,2033,2,N,0,2,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,7434
9,2034,3,N,0,3,Internal,Automotive,N,N,Southeast,0-5yrs,Small,3,0,63000,63000,0,48445
9,2035,4,N,0,4,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,1,50000,21000,29000,96108
9,2036,1,N,0,1,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,1,50000,21000,29000,18370
9,2037,3,N,0,3,Internal,Automotive,N,N,Midwest,6-10yrs,Small,1,0,21000,21000,0,58037
9,2038,2,N,0,2,Internal,Automotive,N,N,Midwest,6-10yrs,Large,0,1,29000,0,29000,26880
9,2039,7,N,0,7,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,0,5,200000,0,200000,304463
9,2040,1,N,0,1,Internal,Automotive,N,N,West,0-5yrs,Medium,0,2,58000,0,58000,92122
9,2041,3,N,0,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,2,79000,21000,58000,50125
9,2042,3,N,0,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,0,0,0,0,70990
9,2043,1,N,0,1,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,1,50000,21000,29000,41108
9,2044,1,N,0,1,Internal,Automotive,N,N,West,0-5yrs,Medium,0,2,58000,0,58000,94824
9,2045,3,N,0,3,Internal,Automotive,N,N,West,0-5yrs,Small,0,2,58000,0,58000,50457
9,2046,2,N,0,2,Internal,Automotive,N,N,Southeast,0-5yrs,Small,2,1,71000,42000,29000,12566
9,2047,1,N,0,1,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,0,0,0,0,167802
9,2075,4,N,1,5,Outsourced,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,108332
9,2076,1,N,1,2,Outsourced,Automotive,N,N,Northeast,6-10yrs,Small,1,1,50000,21000,29000,103206
9,2077,4,N,1,5,Outsourced,Automotive,N,N,Northeast,6-10yrs,Small,0,0,0,0,0,85051
9,2078,1,N,1,2,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,0,0,0,0,0,204251
9,2079,2,N,1,3,Outsourced,Automotive,N,N,Southwest,0-5yrs,Medium,2,2,100000,42000,58000,56932
9,2080,4,N,1,5,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,0,0,0,0,88910
9,2081,1,N,1,2,Outsourced,Automotive,N,N,Southwest,6-10yrs,Medium,0,1,29000,0,29000,19645
9,2082,1,N,1,2,Outsourced,Automotive,N,N,Southwest,10+yrs,Medium,1,0,21000,21000,0,23274
9,2083,1,N,1,2,Outsourced,Automotive,N,N,West,0-5yrs,Medium,0,0,0,0,0,421586
9,2084,2,N,1,3,Outsourced,Automotive,N,N,West,0-5yrs,Small,2,1,71000,42000,29000,139091
9,2085,4,N,1,5,Outsourced,Automotive,N,N,Northeast,10+yrs,Small,0,0,0,0,0,11424
9,2086,1,N,1,2,Outsourced,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,92723
9,2087,1,N,1,2,Outsourced,Automotive,N,N,Midwest,0-5yrs,Medium,0,1,29000,0,29000,41003
9,2088,1,N,1,2,Outsourced,Automotive,N,N,Southeast,10+yrs,Small,0,0,0,0,0,83138
9,2089,1,N,1,2,Outsourced,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,42321
9,2090,2,N,1,3,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,206383
9,2091,3,N,1,4,Outsourced,Automotive,N,N,Southeast,0-5yrs,Small,0,0,0,0,0,72738
9,2092,1,N,1,2,Outsourced,Automotive,N,N,West,0-5yrs,Small,0,0,0,0,0,176665
9,2093,1,N,1,2,Outsourced,Automotive,N,N,Southeast,10+yrs,Medium,0,0,0,0,0,23786
9,2094,1,N,1,2,Outsourced,Automotive,N,N,Northeast,0-5yrs,Medium,0,0,0,0,0,145795
9,2095,3,N,1,4,Outsourced,Automotive,N,N,Midwest,10+yrs,Small,1,0,21000,21000,0,61536
9,2096,6,N,1,7,Outsourced,Automotive,N,Y,Southeast,0-5yrs,Medium,3,2,176000,96000,80000,35286
9,2097,2,N,1,3,Outsourced,Automotive,N,N,Northeast,6-10yrs,Small,0,1,29000,0,29000,105916
9,2098,2,N,1,3,Outsourced,Automotive,N,N,West,6-10yrs,Small,4,0,84000,84000,0,75678
9,2099,1,N,1,2,Outsourced,Automotive,N,N,Southwest,0-5yrs,Large,4,0,84000,84000,0,89624
9,2100,1,N,1,2,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,0,0,0,0,0,142257
9,2101,1,N,1,2,Outsourced,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,76465
9,2102,2,N,1,3,Outsourced,Automotive,N,N,Midwest,6-10yrs,Small,0,0,0,0,0,133529
9,2103,1,N,1,2,Outsourced,Automotive,N,N,Southeast,10+yrs,Medium,1,1,50000,21000,29000,99086
9,2104,3,N,1,4,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,3,1,92000,63000,29000,64315
9,2105,1,N,1,2,Outsourced,Automotive,N,N,Midwest,0-5yrs,Small,3,1,92000,63000,29000,138142
9,2106,7,N,1,8,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,3,87000,0,87000,73921
9,2107,1,N,1,2,Outsourced,Automotive,N,N,West,6-10yrs,Medium,0,0,0,0,0,97285
9,2108,5,N,1,6,Outsourced,Automotive,N,N,Northeast,0-5yrs,Small,0,2,58000,0,58000,259518
9,2109,2,N,1,3,Outsourced,Automotive,N,N,Midwest,6-10yrs,Small,1,1,50000,21000,29000,78634
